"CONTRACT_NUNBER";"IS_FOUND_EXPIRATION_DATE";"IS_FOUND_MONTHS";"EXPIRATION_DATE";"GODN_FOUND_TEXT";"MONTH_FOUND_TEXT"
"1770757556720000389";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"1770757556720000424";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"1770757556720000424";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"1770757556720000465";1;1;На момент поставки не менее 12 месяцев;Остаточный срок годности;На момент поставки не менее 12 месяцев
"1770757556720000465";1;1;На момент поставки не менее 12 месяцев;Остаточный срок годности;На момент поставки не менее 12 месяцев
"1770757556720000501";1;1;На момент поставки не менее 8 месяцев;Остаточный срок годности;На момент поставки не менее 8 месяцев
"1770757556720000501";1;1;На момент поставки не менее 8 месяцев;Остаточный срок годности;На момент поставки не менее 8 месяцев
"1770777824620000323";1;1;Товар должен поставляться Получателям с запасом срока годности - не ранее 01.08.2022 и в соответствии с требованиями нормативной документации, утвержденной в установленном порядке.;Остаточный срок годности;Товар должен поставляться Получателям с запасом срока годности - не ранее 01.08.2022 и в соответствии с требованиями нормативной документации, утвержденной в установленном порядке.
"1770777824620000341";1;1;Товар должен поставляться Получателям с запасом срока годности - не ранее 01.08.2022 и в соответствии с требованиями нормативной документации, утвержденной в установленном порядке.;Остаточный срок годности;Товар должен поставляться Получателям с запасом срока годности - не ранее 01.08.2022 и в соответствии с требованиями нормативной документации, утвержденной в установленном порядке.
"1771300322220000295";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1771358337220000043";0;0;;;
"1771358337220000044";0;0;;;
"1771358337220000050";0;0;;;
"1771358337220000052";0;0;;;
"1771404207020001565";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001565";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001600";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001600";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001612";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001612";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001634";1;0;;"6. Срок годности Товара: _____";
"1771404207020001634";1;0;;"6. Срок годности Товара: _____";
"1771404207020001655";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001655";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001657";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001657";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001710";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001710";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001739";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001739";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001768";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001768";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001786";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001786";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001877";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001877";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001887";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001887";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001912";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001912";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001965";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001965";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001975";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020001975";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020002019";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020002019";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020002044";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020002044";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020002168";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207020002168";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207021000130";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771404207021000130";1;1;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее;Остаточный срок годности на момент поставки, в месяцах, не менее
"1771406175620000644";1;0;;Остаточный срок годности;
"1771406175620000644";1;0;;Остаточный срок годности;
"1771406175620000646";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"1771406175620000646";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"1771406175620000648";1;1;Не менее 18 месяцев;Остаточный срок годности;Не менее 18 месяцев
"1771406175620000648";1;1;Не менее 18 месяцев;Остаточный срок годности;Не менее 18 месяцев
"1771406175620000654";1;0;;Остаточный срок годности;
"1771406175620000654";1;0;;Остаточный срок годности;
"1771406175620000661";1;1;на момент поставки не менее 12 месяцев;Остаточный срок годности;на момент поставки не менее 12 месяцев
"1771406175620000661";1;1;на момент поставки не менее 12 месяцев;Остаточный срок годности;на момент поставки не менее 12 месяцев
"1771406175620000665";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1771406175620000665";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1771406175620000668";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1771406175620000668";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1771406175620000676";1;1;не менее 12 месяцев на момент поставки товара Заказчику;Остаточный срок годности;не менее 12 месяцев на момент поставки товара Заказчику
"1771406175620000676";1;1;не менее 12 месяцев на момент поставки товара Заказчику;Остаточный срок годности;не менее 12 месяцев на момент поставки товара Заказчику
"1771406175620000678";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"1771406175620000678";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"1771406175620000680";1;1;не менее 24 месяцев;Остаточный срок годности;не менее 24 месяцев
"1771406175620000680";1;1;не менее 24 месяцев;Остаточный срок годности;не менее 24 месяцев
"1771406175620000682";1;1;на момент поставки не менее 12 месяцев;Остаточный срок годности;на момент поставки не менее 12 месяцев
"1771406175620000682";1;1;на момент поставки не менее 12 месяцев;Остаточный срок годности;на момент поставки не менее 12 месяцев
"1771406175620000716";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"1771406175620000716";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"1771406175620000718";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"1771406175620000718";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"1771406175620000727";1;0;;Остаточный срок годности;
"1771406175620000727";1;0;;Остаточный срок годности;
"1771406175620000728";1;1;"18 месяцев";Остаточный срок годности;"18 месяцев"
"1771406175620000728";1;1;"18 месяцев";Остаточный срок годности;"18 месяцев"
"1771406175620000742";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1771406175620000742";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1771406175620000744";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1771406175620000744";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1771406175620000751";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1771406175620000751";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1771406175620000759";1;1;"12мес.";Остаточный срок годности;"12мес."
"1771406175620000759";1;1;"12мес.";Остаточный срок годности;"12мес."
"1771406175620000762";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1771406175620000762";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1771406175620000763";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1771406175620000763";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1771810368620000169";1;1;Мин. ост. срок годности, мес.;Мин. ост. срок годности, мес.;Мин. ост. срок годности, мес.
"1771810368620000186";1;1;Мин. ост. срок годности, мес.;Мин. ост. срок годности, мес.;Мин. ост. срок годности, мес.
"1772228147320000236";1;1;на момент поставки – 12 месяцев;Остаточный срок годности;на момент поставки – 12 месяцев
"1772237786620000475";0;0;;;
"1772404418920000895";1;1;Не менее 12 месяцев;Остаточный срок годности (на момент поставки Заказчику);Не менее 12 месяцев
"1772404418920000895";1;1;Не менее 12 месяцев;Остаточный срок годности (на момент поставки Заказчику);Не менее 12 месяцев
"1772407516220001167";0;0;;;
"1772407516220001167";1;1;Не менее 12 месяцев на момент  поставки;Остаточный срок годности;Не менее 12 месяцев на момент  поставки
"1772407516220001489";1;1;Не менее 12 месяцев на момент  поставки;Остаточный срок годности;Не менее 12 месяцев на момент  поставки
"1772407516220001497";1;1;Не менее 12 месяцев на момент  поставки;Остаточный срок годности;Не менее 12 месяцев на момент  поставки
"1772407516220001502";1;1;Не менее 12 месяцев на момент  поставки;Остаточный срок годности;Не менее 12 месяцев на момент  поставки
"1772407516220001824";1;1;Не менее 12 месяцев на момент  поставки;Остаточный срок годности;Не менее 12 месяцев на момент  поставки
"1772408504020000227";1;1;Не менее 12 месяцев;"Остаточный срок годности(указывается в соответствии с требованиями, установленными в технической части документации).";Не менее 12 месяцев
"1772409246420000172";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"1772409246420000172";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"1772801635120000332";1;1;не менее 12 месяцев от срока годности;Остаточный срок годности;не менее 12 месяцев от срока годности
"1772801635120000359";1;0;;Срок годности Товара:________________________;
"1772801635120000397";1;1;Остаточный срок годности товара на дату поставки – не менее 14 дней;Остаточный срок годности;Остаточный срок годности товара на дату поставки – не менее 14 дней
"1772809483220000731";1;1;Не менее 12 месяцев на момент поставки;Остаточный срок годности;Не менее 12 месяцев на момент поставки
"1772809483220000733";1;0;;"Срок годности Товара:________________________";
"1772809483220000751";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"1772809483220000837";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1772809483220000838";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"1772809483220000851";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1772809483220000888";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1772809483220000895";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1772843475020000381";1;1;Не менее 12 месяцев на дату поставки;Остаточный срок годности;Не менее 12 месяцев на дату поставки
"1772843475020000394";1;1;Не менее 12 месяцев на дату поставки Товара;Остаточный срок годности;Не менее 12 месяцев на дату поставки Товара
"1772908209021000008";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1772911389420000153";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1772911389420000166";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"1772911389420000169";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"1772911389420000178";1;1;"12 месяцев";Остаточный срок годности;"12 месяцев"
"1772911389420000180";1;1;не менее 12 месяцев;Остаточный срок годности;не менее 12 месяцев
"1773010211020000395";1;1;Не менее 12 месяцев;Остаточный срок годности;Не менее 12 месяцев
"1773015605020000239";1;1;Минимальный остаточный срок годности товара на дату поставки (мес.);Минимальный остаточный срок годности товара на дату поставки (мес.);Минимальный остаточный срок годности товара на дату поставки (мес.)
"1773108297120000562";1;0;;Остаточный срок годности (период в днях или конкретная дата);
"1773108297120000562";1;0;;Остаточный срок годности (период в днях или конкретная дата);
"1773304672120000229";1;1;"3.1. Остаточный срок годности товара на момент поставки должен составлять не менее 18 месяцев от срока годности, установленного производителем.  ";"1.2. Не допускается поставка лекарственных средств, пришедших в негодность, с истекшим сроком годности, фальсифицированных и являющихся незаконными копиями лекарственных средств, зарегистрированных в РФ.";"3.1. Остаточный срок годности товара на момент поставки должен составлять не менее 18 месяцев от срока годности, установленного производителем.  "
"1773304672121000014";1;1;"3.1.  Остаточный срок годности товара на момент поставки должен составлять не менее 12 месяцев от срока годности, установленного производителем лекарственного препарата.  ";"1.2. Не допускается поставка лекарственных средств, пришедших в негодность, с истекшим сроком годности, фальсифицированных и являющихся незаконными копиями лекарственных средств, зарегистрированных в РФ.";"3.1.  Остаточный срок годности товара на момент поставки должен составлять не менее 12 месяцев от срока годности, установленного производителем лекарственного препарата.  "
"1773310856920001050";1;1;Остаточный срок годности поставляемого товара должен быть не менее восьми месяцев, указанного изготовителем и предусмотренного сертификатом качества на момент поставки.;Остаточный срок годности Товара:;Остаточный срок годности поставляемого товара должен быть не менее восьми месяцев, указанного изготовителем и предусмотренного сертификатом качества на момент поставки.
"1773310856920001050";1;1;Остаточный срок годности поставляемого товара должен быть не менее восьми месяцев, указанного изготовителем и предусмотренного сертификатом качества на момент поставки.;Остаточный срок годности Товара:;Остаточный срок годности поставляемого товара должен быть не менее восьми месяцев, указанного изготовителем и предусмотренного сертификатом качества на момент поставки.
"1773424161220000264";1;1;Не менее 12 месяцев;Остаточный срок годности(указывается в соответствии с требованиями, установленными в технической части документации);Не менее 12 месяцев
"1780102089021000014";1;1;Не менее 12 месяцев;Остаточный срок годности на момент поставки;Не менее 12 месяцев
"1780102089021000036";1;1;не менее   12-ти месяцев;Остаточный срок годности на момент поставки;не менее   12-ти месяцев
"1780201002020000570";1;1;Остаточный срок годности на момент поставки составит 12 (двенадцать) месяцев.;Остаточный срок годности на момент поставки составит 12 (двенадцать) месяцев.;Остаточный срок годности на момент поставки составит 12 (двенадцать) месяцев.
"1780203042920001930";1;1;Не менее 6 (шести) месяцев;Остаточный срок годности;Не менее 6 (шести) месяцев
"1780203042920001930";1;1;Не менее 6 (шести) месяцев;Остаточный срок годности;Не менее 6 (шести) месяцев
"1780203042920001930";1;1;Не менее 6 (шести) месяцев;Остаточный срок годности;Не менее 6 (шести) месяцев
"1780206583020000546";0;0;;;
"1780206583020000546";1;1;Остаточный срок годности Товара на момент поставки, не менее, мес.;Остаточный срок годности Товара на момент поставки, не менее, мес.;Остаточный срок годности Товара на момент поставки, не менее, мес.
"1781101742420000085";1;1;Информация о Товаре:Остаточный срок годности Товара на момент поставки не менее 1 года;Информация о Товаре:Остаточный срок годности Товара на момент поставки не менее 1 года;Информация о Товаре:Остаточный срок годности Товара на момент поставки не менее 1 года
"1781101742420000085";1;1;Информация о Товаре:Остаточный срок годности Товара на момент поставки не менее 1 года;Информация о Товаре:Остаточный срок годности Товара на момент поставки не менее 1 года;Информация о Товаре:Остаточный срок годности Товара на момент поставки не менее 1 года
"1781304578720000133";1;1;Не менее 18 месяцев;Остаточный срок годности Товара на момент поставки Заказчику:;Не менее 18 месяцев
"1781304578720000133";1;1;Не менее 18 месяцев;Остаточный срок годности Товара на момент поставки Заказчику:;Не менее 18 месяцев
"1781304578721000018";1;1;"18 месяцев, с даты поставки товара";Остаточный срок годности Товара на момент поставки Заказчику:;"18 месяцев, с даты поставки товара"
"1781304578721000018";1;1;"18 месяцев, с даты поставки товара";Остаточный срок годности Товара на момент поставки Заказчику:;"18 месяцев, с даты поставки товара"
"1781304746320000681";0;0;;;
"1781304746320000681";0;0;;;
"1781304746320000703";0;0;;;
"1781304746320000703";0;0;;;
"1781304746320000711";1;1;на момент поставки не менее года;Срок годности;на момент поставки не менее года
"1781304746320000711";1;1;на момент поставки не менее года;Срок годности;на момент поставки не менее года
"1781304746320000735";1;1;Не менее чем 1 (один) год  на момент поставки;Срок годности;Не менее чем 1 (один) год  на момент поставки
"1781304746320000735";1;1;Не менее чем 1 (один) год  на момент поставки;Срок годности;Не менее чем 1 (один) год  на момент поставки
"1781304746320000756";1;1;Остаточный срок годности Товара на дату поставки не менее 1 (одного) года.;Срок годности;Остаточный срок годности Товара на дату поставки не менее 1 (одного) года.
"1781304746320000756";1;1;Остаточный срок годности Товара на дату поставки не менее 1 (одного) года.;Срок годности;Остаточный срок годности Товара на дату поставки не менее 1 (одного) года.
"1781304746320000757";1;1;на момент поставки не менее 1 (одного) года;Срок годности;на момент поставки не менее 1 (одного) года
"1781304746320000757";1;1;на момент поставки не менее 1 (одного) года;Срок годности;на момент поставки не менее 1 (одного) года
"1781304746320000781";1;1;на момент поставки не менее 1 (одного) года;Срок годности;на момент поставки не менее 1 (одного) года
"1781304746320000781";1;1;на момент поставки не менее 1 (одного) года;Срок годности;на момент поставки не менее 1 (одного) года
"1781304746320000790";1;1;Товара на момент поставки не менее 1 (одного) года;Срок годности;Товара на момент поставки не менее 1 (одного) года
"1781304746320000790";1;1;Товара на момент поставки не менее 1 (одного) года;Срок годности;Товара на момент поставки не менее 1 (одного) года
"1781304746320000837";1;1;на момент поставки не менее 1 (одного) года;Срок годности;на момент поставки не менее 1 (одного) года
"1781304746320000837";1;1;на момент поставки не менее 1 (одного) года;Срок годности;на момент поставки не менее 1 (одного) года
"1781502543320000081";1;0;;"6. Срок годности Товара";
"1781502543320000082";1;0;;"6. Срок годности Товара";
"1781502543320000082";0;0;;;
"1781502543320000096";1;0;;"6. Срок годности Товара";
"1781502543320000109";0;0;;;
"1781502543320000109";1;0;;"6. Срок годности Товара";
"1781502543320000112";0;0;;;
"1781502543320000112";1;0;;"6. Срок годности Товара";
"1781502543320000119";1;0;;"6. Срок годности Товара";
"1781502543320000119";0;0;;;
"1781502543320000120";1;0;;"6. Срок годности Товара";
"1781502543320000122";1;0;;"6. Срок годности Товара";
"1782001249320000076";1;1;Товар должен поставляться Получателям с запасом срока годности - не ранее 1 декабря 2020 года и в соответствии   с требованиями нормативной документации, утвержденной в установленном порядке.;Остаточный срок годности;Товар должен поставляться Получателям с запасом срока годности - не ранее 1 декабря 2020 года и в соответствии   с требованиями нормативной документации, утвержденной в установленном порядке.
"1782100688720000697";1;1;Остаточный срок годности на момент поставки товара должен быть не менее 01.11.2021.;Остаточный срок годности на момент поставки товара должен быть не менее 01.11.2021.;Остаточный срок годности на момент поставки товара должен быть не менее 01.11.2021.
"1782100688720000698";1;1;"Остаточный срок годности на момент поставки товара должен быть не менее 01.11.2021.";"Остаточный срок годности на момент поставки товара должен быть не менее 01.11.2021.";"Остаточный срок годности на момент поставки товара должен быть не менее 01.11.2021."
"1782100688720000712";1;1;"Остаточный срок годности на момент поставки товара должен быть не менее 01.11.2021.";"Остаточный срок годности на момент поставки товара должен быть не менее 01.11.2021.";"Остаточный срок годности на момент поставки товара должен быть не менее 01.11.2021."
"1782100688720000719";1;1;"Остаточный срок годности на момент поставки товара должен быть не менее 01.12.2021.";"Остаточный срок годности на момент поставки товара должен быть не менее 01.12.2021.";"Остаточный срок годности на момент поставки товара должен быть не менее 01.12.2021."
"1782100763320000179";1;0;;Срок годности Товара:________________________;
"1782100763321000032";1;1;Остаточный срок годности товара (от первоначального на дату поставки товара Заказчику) не менее 10 дней.;Остаточный срок годности;Остаточный срок годности товара (от первоначального на дату поставки товара Заказчику) не менее 10 дней.
"1782547060220000120";1;0;;Представленные документы подтверждают соответствие Товара установленным законодательством Российской Федерации требованиям и остаточному сроку годности.;
"1782547060220000120";1;0;;Представленные документы подтверждают соответствие Товара установленным законодательством Российской Федерации требованиям и остаточному сроку годности.;
"1782547060220000149";1;0;;Представленные документы подтверждают соответствие Товара установленным законодательством Российской Федерации требованиям и остаточному сроку годности.;
"1782547060220000149";1;0;;Представленные документы подтверждают соответствие Товара установленным законодательством Российской Федерации требованиям и остаточному сроку годности.;
"1784101532920000073";1;1;Остаточный срок годности товара на момент поставки - не менее 12 месяцев от срока годности, установленного производителем на данный вид товара.;Остаточный срок годности;Остаточный срок годности товара на момент поставки - не менее 12 месяцев от срока годности, установленного производителем на данный вид товара.
